"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"327","CA","CHEV","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"1028","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1117","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1135","CA","TOYT","PA","SL","54","88.13B+","METER EXP.","$63"
"2115","CA","BMW","PA","BK","54","8.06E+02","WHITE ZONE","$58"
"838","CA","MERZ","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1027","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1127","CA","FORD","PA","WT","51","88.13B+","METER EXP.","$63"
"911","CA","NISS","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1411","WV","MERC","PA","GY","53","88.13B+","METER EXP.","$63"
"838","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"811","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1755","CA","TOYT","PA","BK","53","80.69C","PARKED OVER TIME LIM","$58"
"714","CA","HOND","PA","BK","55","80.69AP+","NO STOP/STANDING","$93"
"912","UT","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1012","CA","HOND","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"442","CA","FORD","PA","GY","55","5204A-","DISPLAY OF TABS","$25"
"1122","LA","HOND","PA","GY","51","88.13B+","METER EXP.","$63"
"1842","CA","FORD","PA","SL","56","80.56E4+","RED ZONE","$93"
"950","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1719","CA","FORD","PA","GY","51","80.56E4+","RED ZONE","$93"
"1727","CA","NISS","PA","GY","56","88.13B+","METER EXP.","$63"
"1438","CA","CHEV","PA","WT","51","88.13B+","METER EXP.","$63"
"138","CA","HOND","PA","GY","51","80.56E4+","RED ZONE","$93"
"1003","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1352","CA","MERZ","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"827","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1922","CA","CHEV","PA","SL","54","88.13B+","METER EXP.","$63"
"2054","CA","MERZ","PA","BK","51","8.06E+02","WHITE ZONE","$58"
"1651","CA","MERZ","PA","BK","55","80.69AP+","NO STOP/STANDING","$93"
"1231","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"815","CA","NISS","VN","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1347","CA","HOND","PA","BK","53","80.69C","PARKED OVER TIME LIM","$58"
"616","CA","TOYT","PA","GY","55","80.56E4+","RED ZONE","$93"
"937","CA","TOYT","PA","SL","51","80.69AP+","NO STOP/STANDING","$93"
"1209","OK","HOND","VN","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"741","CA","FORD","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1933","CA","HOND","PA","BK","53","88.13B+","METER EXP.","$63"
"1446","CA","TOYT","PA","GN","54","88.13B+","METER EXP.","$63"
"1127","CA","NISS","PA","WT","53","88.13B+","METER EXP.","$63"
"1318","CA","TOYT","TK","WT","51","88.13B+","METER EXP.","$63"
"939","CA","TOYT","PA","BL","51","80.69C","PARKED OVER TIME LIM","$58"
"1820","CA","HOND","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"825","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1354","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1939","CA","TOYT","PA","GN","53","80.69AP+","NO STOP/STANDING","$93"
"1540","CA","FORD","CM","WT","51","80.56E4+","RED ZONE","$93"
"1218","CA","TOYT","PA","SL","51","80.58L","PREFERENTIAL PARKING","$68"
"1652","TX","FORD","PA","BK","54","80.56E4+","RED ZONE","$93"
"1213","CA","TOYT","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1026","CA","TOYT","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"216","CA","CHEV","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"815","AZ","FORD","TK","WT","51","88.13B+","METER EXP.","$63"
"1024","WA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1234","CA","FORD","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"842","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"812","CA","HOND","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1037","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"908","CA","TOYT","CM","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1032","CA","CHEV","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1244","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"847","MN","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1707","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"850","CA","FORD","PA","GY","1","8.06E+07","RED ZONE","$93"
"1102","CA","HOND","PA","SL","55","5204A-","DISPLAY OF TABS","$25"
"1029","CA","BMW","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2353","CA","FORD","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"1946","CA","TOYT","PA","SL","56","8.06E+02","WHITE ZONE","$58"
"1813","CA","BMW","PA","WT","51","5200","DISPLAY OF PLATES","$25"
"1015","CA","FORD","PA","GY","51","8069BS","NO PARK/STREET CLEAN","$73"
"1149","CA","NISS","PA","GN","54","80.56E4+","RED ZONE","$93"
"1140","CA","CHEV","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1010","MI","CHEV","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"625","CA","MERZ","PA","GY","55","80.56E4+","RED ZONE","$93"
"1758","CA","BMW","PA","RD","51","88.13B+","METER EXP.","$63"
"148","CA","TOYT","PA","BK","56","80.56E4+","RED ZONE","$93"
"805","CA","BMW","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1200","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"1054","CA","TOYT","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1319","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"819","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"805","CA","CHEV","PA","RD","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1537","CA","NISS","PA","SL","51","88.13B+","METER EXP.","$63"
"1628","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1225","CA","TOYO","PA","GY","51","8069BS","NO PARK/STREET CLEAN","$73"
"1645","CA","CHEV","PA","WT","53","88.13B+","METER EXP.","$63"
"1117","CA","TOYO","PA","BL","1","8.06E+04","WHITE ZONE","$58"
"2305","CA","HOND","PA","BK","51","8.06E+04","WHITE ZONE","$58"
"753","CA","BMW","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1523","CA","HOND","PA","SL","54","80.69C","PARKED OVER TIME LIM","$58"
"912","CA","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"26","CA","NISS","TR","GY","56","8.06E+07","RED ZONE","$93"
"1230","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2037","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1028","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"940","CA","MERZ","VN","WT","56","88.13B+","METER EXP.","$63"
"1836","CA","FORD","PA","RD","55","88.13B+","METER EXP.","$63"
"1928","CA","BMW","PA","GY","54","88.13B+","METER EXP.","$63"
"1023","CA","TOYT","PA","GY","54","88.13B+","METER EXP.","$63"
"1721","CA","NISS","PA","GY","55","80.69AP+","NO STOP/STANDING","$93"
"1212","CA","TOYT","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"234","CA","HOND","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"935","CA","FORD","PA","RD","56","88.13B+","METER EXP.","$63"
"1021","CA","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1422","CA","CHEV","PA","BL","56","80.69C","PARKED OVER TIME LIM","$58"
"1010","CA","FORD","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1733","CA","TOYT","PA","SL","53","88.13B+","METER EXP.","$63"
"1051","CA","HOND","PA","GN","56","88.13B+","METER EXP.","$63"
"1102","CA","HOND","PA","GY","51","80.69C","PARKED OVER TIME LIM","$58"
"1158","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"1128","CA","MERZ","PA","WT","56","88.13B+","METER EXP.","$63"
"1047","CA","MERZ","PA","BL","54","80.69C","PARKED OVER TIME LIM","$58"
"1132","AZ","FORD","VN","WT","56","88.13B+","METER EXP.","$63"
"820","CA","TOYT","PA","BK","53","5204A-","DISPLAY OF TABS","$25"
"1026","CA","TOYT","PA","RD","53","80.69C","PARKED OVER TIME LIM","$58"
"1037","CA","FORD","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1006","CA","FORD","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1252","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1218","CA","TOYT","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1110","CA","NISS","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1235","CA","MERZ","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1202","CA","CHEV","PA","WT","56","88.13B+","METER EXP.","$63"
"927","CA","CHEV","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1952","CA","BMW","PA","WT","51","5200","DISPLAY OF PLATES","$25"
"1307","CA","TOYT","PA","RD","56","80.69C","PARKED OVER TIME LIM","$58"
"1617","CA","BMW","PA","BK","51","88.13B+","METER EXP.","$63"
"1246","CA","FORD","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1333","CA","MERZ","PA","BK","54","88.13B+","METER EXP.","$63"
"1139","CA","HOND","PA","BK","51","88.13B+","METER EXP.","$63"
"847","CA","CHEV","PA","BK","54","80.56E4+","RED ZONE","$93"
"1024","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1246","CA","BMW","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1047","CA","HOND","PA","GY","54","5204A-","DISPLAY OF TABS","$25"
"1010","CA","HOND","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1246","CA","NISS","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"1509","CA","NISS","PA","BL","51","88.13B+","METER EXP.","$63"
"1032","CA","BMW","PA","BK","55","5200","DISPLAY OF PLATES","$25"
"1741","CA","MERZ","PA","BK","51","8.06E+02","WHITE ZONE","$58"
"1059","CA","TOYT","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1658","CA","TOYT","PA","BK","56","80.69AP+","NO STOP/STANDING","$93"
"1139","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"828","CA","FORD","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1407","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1039","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"825","CA","HOND","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1120","CA","CHEV","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"456","CA","NISS","PA","BL","55","80.58L","PREFERENTIAL PARKING","$68"
"915","CA","HOND","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"839","CA","NISS","PA","BL","56","88.13B+","METER EXP.","$63"
"808","CA","TOYT","PA","WT","53","5204A-","DISPLAY OF TABS","$25"
"958","CA","TOYT","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"9","CA","HOND","PA","GY","56","80.56E4+","RED ZONE","$93"
"942","CA","HOND","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"920","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1118","CA","TOYT","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"2129","CA","FORD","PA","WT","56","80.69AP+","NO STOP/STANDING","$93"
"1406","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1139","CA","MERZ","PA","BK","53","88.13B+","METER EXP.","$63"
"400","CA","HOND","PA","BL","54","5200","DISPLAY OF PLATES","$25"
"1829","CA","TOYT","PA","WT","53","80.58L","PREFERENTIAL PARKING","$68"
"1842","CA","TOYT","PA","SL","53","5204A-","DISPLAY OF TABS","$25"
"1044","CA","CHEV","TK","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"913","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"826","CA","BMW","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1108","CA","CHEV","PA","SL","56","88.13B+","METER EXP.","$63"
"806","CA","HOND","PA","BK","54","8069BS","NO PARK/STREET CLEAN","$73"
"1320","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1122","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"1232","AZ","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1008","CA","CHEV","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1018","CO","CHEV","PA","BK","54","88.13B+","METER EXP.","$63"
"813","IL","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1038","MN","HOND","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"829","CA","CHEV","TK","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1915","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"844","CA","HOND","PA","BL","51","8069BS","NO PARK/STREET CLEAN","$73"
"1211","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1241","FL","FORD","PA","RD","51","80.56E4+","RED ZONE","$93"
"1836","CA","HOND","PA","BK","54","88.13B+","METER EXP.","$63"
"2049","CA","MERZ","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1205","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1008","CA","NISS","PA","GY","56","88.13B+","METER EXP.","$63"
"1033","CA","HOND","PA","GY","53","5204A-","DISPLAY OF TABS","$25"
"1410","CA","FORD","PA","GY","54","88.13B+","METER EXP.","$63"
"1226","CA","TOYT","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"840","CA","HOND","MC","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1120","CA","BMW","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"1919","CA","HOND","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1945","CA","TOYT","PA","RD","51","88.13B+","METER EXP.","$63"
"1656","CA","TOYT","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"1128","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"139","CA","CHEV","PU","BK","56","80.56E4+","RED ZONE","$93"
"2358","CA","FORD","PA","WT","53","5200","DISPLAY OF PLATES","$25"
"1749","CA","FORD","PA","WT","53","88.13B+","METER EXP.","$63"
"1028","MX","CHEV","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"823","CA","HOND","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"817","CA","NISS","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1427","CA","FORD","PA","RD","54","88.13B+","METER EXP.","$63"
"1947","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1006","CA","HOND","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1209","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"1813","CA","TOYT","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"300","CA","FORD","PA","BK","55","80.56E4+","RED ZONE","$93"
"805","CA","NISS","PA","SL","56","88.13B+","METER EXP.","$63"
"1335","CA","BMW","PA","WT","51","88.13B+","METER EXP.","$63"
"1426","CA","FORD","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"2327","CA","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1202","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1840","CA","MERZ","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"817","CA","FORD","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"949","CA","BMW","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"1149","CA","FORD","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"817","CA","MERZ","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1238","CA","NISS","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1004","CA","CHEV","PA","RD","53","8.06E+02","WHITE ZONE","$58"
"927","CA","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1646","CA","TOYT","PA","GY","53","80.69C","PARKED OVER TIME LIM","$58"
"848","OK","NISS","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1110","CA","NISS","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"1212","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"826","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"915","CA","HOND","PA","WT","56","80.69C","PARKED OVER TIME LIM","$58"
"1207","CA","MERZ","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1912","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"1715","CA","CHEV","PA","GY","55","80.56E4+","RED ZONE","$93"
"858","CA","TOYT","TK","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"814","CA","BMW","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1740","CA","TOYO","PA","WH","1","8.06E+07","RED ZONE","$93"
"830","CA","FORD","VN","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1314","CA","TOYT","VN","GY","53","88.13B+","METER EXP.","$63"
"1507","CA","TOYT","VN","SL","54","88.13B+","METER EXP.","$63"
"811","CA","TOYO","PA","GR","51","8069BS","NO PARK/STREET CLEAN","$73"
"741","CA","TOYT","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","NA"
"1212","CA","FORD","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"908","CA","NISS","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"956","CA","FORD","PA","GN","57","5204A-","DISPLAY OF TABS","$25"
"1922","CA","TOYT","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"1203","CA","TOYT","GY","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"849","CA","TOYT","PA","GN","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1008","CA","FORD","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1448","CA","MERZ","PA","SL","51","88.13B+","METER EXP.","$63"
"1327","CA","HOND","PA","BK","51","8.06E+02","WHITE ZONE","$58"
"1303","CA","TOYT","PA","SL","51","80.69C","PARKED OVER TIME LIM","$58"
"807","CA","TOYT","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1253","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"2359","CA","CHEV","PA","BL","54","80.56E4+","RED ZONE","$93"
"1032","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1250","NV","TOYT","PA","GN","51","80.58L","PREFERENTIAL PARKING","$68"
"1712","CA","HOND","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"1413","CA","BMW","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"1041","CA","HOND","PA","BK","56","80.56E4+","RED ZONE","$93"
"1223","CA","TOYT","PA","GY","54","5200","DISPLAY OF PLATES","$25"
"1124","CA","HOND","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"853","CA","MERZ","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1210","CA","FORD","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"833","CA","NISS","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"827","CA","FORD","PA","GN","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1219","CA","CHEV","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"708","CA","CHEV","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1610","CA","TOYT","PA","SL","56","80.69AP+","NO STOP/STANDING","$93"
"953","CA","NISS","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"1137","CA","TOYT","PA","BL","54","80.56E4+","RED ZONE","$93"
"919","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1256","CA","FORD","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1341","CA","TOYT","PA","BK","53","80.56E4+","RED ZONE","$93"
"1347","CA","HOND","PA","BK","51","80.69C","PARKED OVER TIME LIM","$58"
"1551","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"1241","CA","CHEV","CM","WT","51","88.13B+","METER EXP.","$63"
"1130","CA","FORD","PA","GY","54","80.69C","PARKED OVER TIME LIM","$58"
"658","CA","NISS","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1207","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"246","CA","FORD","VN","WT","51","5204A-","DISPLAY OF TABS","$25"
"1019","CA","TOYT","PA","RD","51","80.69C","PARKED OVER TIME LIM","$58"
"1338","CA","TOYT","PA","BK","53","80.56E4+","RED ZONE","$93"
"154","CA","TOYT","PA","BL","53","80.56E4+","RED ZONE","$93"
"1631","CA","HOND","PA","SL","55","80.69AP+","NO STOP/STANDING","$93"
"310","CA","HOND","PA","WT","56","80.56E4+","RED ZONE","$93"
"1607","CA","NISS","PA","RD","55","88.13B+","METER EXP.","$63"
"1445","CA","FORD","VN","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1134","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1432","CA","HOND","PA","RD","56","88.13B+","METER EXP.","$63"
"1221","NV","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"808","CA","HOND","PA","WT","53","80.58L","PREFERENTIAL PARKING","$68"
"1119","CA","HOND","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1014","CA","TOYT","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1238","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1048","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1823","CA","MERZ","PA","SL","51","80.58L","PREFERENTIAL PARKING","$68"
"1226","CA","HOND","PA","RD","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1410","AZ","FORD","VN","WT","56","88.13B+","METER EXP.","$63"
"1435","CA","FORD","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"1020","CA","FORD","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"831","CA","CHEV","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"904","CA","NISS","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1404","CA","HOND","VN","GY","51","8.06E+02","WHITE ZONE","$58"
"1007","CA","CHEV","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1111","CA","CHEV","PA","GY","51","88.13B+","METER EXP.","$63"
"1254","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"808","CA","HOND","PA","GN","56","5204A-","DISPLAY OF TABS","$25"
"937","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1711","CA","FORD","VN","WT","54","80.56E4+","RED ZONE","$93"
"907","CA","CHEV","TK","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1416","CA","HOND","PA","SL","54","5200","DISPLAY OF PLATES","$25"
"1216","CA","TOYT","PA","GN","53","88.13B+","METER EXP.","$63"
"702","CA","HOND","PA","BK","56","8.06E+02","WHITE ZONE","$58"
"923","CA","CHEV","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1542","CA","FORD","PU","BL","56","80.69AP+","NO STOP/STANDING","$93"
"1216","WA","FORD","PA","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"1312","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"107","CA","CHEV","CM","WT","53","5200","DISPLAY OF PLATES","$25"
"412","CA","CHEV","PA","RD","55","80.58L","PREFERENTIAL PARKING","$68"
"1248","CA","TOYT","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1134","CA","TOYT","TK","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"828","AZ","TOYT","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"928","CA","TOYT","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1631","CA","HOND","PA","GY","55","80.69AP+","NO STOP/STANDING","$93"
"1109","CA","NISS","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
